المؤشر - بناءً على الاسهم القابلة للتداول,التاريخ,إفتتاح,الأعلى,الأدنى,إقفال,الكمية المتداولة,اجمالي القيمة المتداولة (ر.س),عدد الصفقات
مؤشر السوق الرئيسية (تاسي),04-21-2012,7513.85,7622.16,7502.72,7618.07,485719099,11533075215.1,213877
مؤشر السوق الرئيسية (تاسي),04-22-2012,7618.07,7639.21,7561.54,7581.16,706306850,13889807486.25,243688
مؤشر السوق الرئيسية (تاسي),04-23-2012,7581.16,7581.16,7498.43,7525.17,479272935,10625442951.2,203730
مؤشر السوق الرئيسية (تاسي),04-24-2012,7525.17,7551.17,7471.02,7512.26,424170646,9960191220.25,184614
مؤشر السوق الرئيسية (تاسي),04-25-2012,7512.26,7558.61,7508.73,7541.5,418071794,9574528892.6,186956
مؤشر السوق الرئيسية (تاسي),04-28-2012,7541.5,7617.11,7540.64,7607.59,380526649,8892807254,172786
مؤشر السوق الرئيسية (تاسي),04-29-2012,7607.59,7610,7538.94,7555.77,381802582,9176218952.3,196276
مؤشر السوق الرئيسية (تاسي),04-30-2012,7555.77,7559.75,7499.27,7558.47,339445448,8584143711,176230
مؤشر السوق الرئيسية (تاسي),05-01-2012,7558.47,7581.34,7532.78,7545.28,362474204,9674615987.3,190719
مؤشر السوق الرئيسية (تاسي),05-02-2012,7545.28,7586.5,7529.4,7545.91,360433523,9350722850.5,183529
مؤشر السوق الرئيسية (تاسي),05-05-2012,7545.91,7545.91,7397.53,7450.26,446402832,9891496134,192913
مؤشر السوق الرئيسية (تاسي),05-06-2012,7450.26,7457.65,7368.4,7377.61,344545923,8474524168.2,173981
مؤشر السوق الرئيسية (تاسي),05-07-2012,7377.61,7377.61,7281.6,7358.87,356207915,8337232361.95,158639
مؤشر السوق الرئيسية (تاسي),05-08-2012,7358.87,7372.19,7320.05,7371.42,271954490,6085901977.15,124977
مؤشر السوق الرئيسية (تاسي),05-09-2012,7371.42,7371.42,7211.21,7221.5,388848415,7873576910.75,169994
مؤشر السوق الرئيسية (تاسي),05-12-2012,7221.5,7234.75,7032.27,7233.2,500026708,10564819293.55,444864
مؤشر السوق الرئيسية (تاسي),05-13-2012,7233.2,7245.32,7171.81,7182.95,421485070,9384654697.85,242837
مؤشر السوق الرئيسية (تاسي),05-14-2012,7182.95,7182.95,7052.93,7067.99,338370540,6957438378.1,174174
مؤشر السوق الرئيسية (تاسي),05-15-2012,7067.99,7113.41,7053.75,7104.24,328653474,6865314947.15,151764
مؤشر السوق الرئيسية (تاسي),05-16-2012,7104.24,7104.24,7005.37,7099.9,312200177,6985267530.6,161936
مؤشر السوق الرئيسية (تاسي),05-19-2012,7099.9,7099.9,6961.09,6966.37,308090576,6944323844.6,170304
مؤشر السوق الرئيسية (تاسي),05-20-2012,6966.37,7014.74,6959.08,6979.55,245655071,5711526865.2,141803
مؤشر السوق الرئيسية (تاسي),05-21-2012,6979.55,7029.35,6979.55,7029.35,294979857,6803339198.25,154712
مؤشر السوق الرئيسية (تاسي),05-22-2012,7029.35,7121.75,7029.35,7103.52,325527730,7835686661.9,170797
مؤشر السوق الرئيسية (تاسي),05-23-2012,7103.52,7103.52,7045.87,7061.43,258300267,5804807134.65,134844
مؤشر السوق الرئيسية (تاسي),05-26-2012,7061.43,7080.17,7010.49,7013.91,275522903,5453669798.85,117123
مؤشر السوق الرئيسية (تاسي),05-27-2012,7013.91,7026.43,6977,6989.45,202285410,5073386481.85,122839
مؤشر السوق الرئيسية (تاسي),05-28-2012,6989.45,7056.88,6989.45,7056.68,237784208,5732481875.75,129706
مؤشر السوق الرئيسية (تاسي),05-29-2012,7056.68,7080.47,7031.9,7033.11,251537176,6477216051.7,142665
مؤشر السوق الرئيسية (تاسي),05-30-2012,7033.11,7033.55,6928.04,6975.27,269644139,6488152942.05,154904
مؤشر السوق الرئيسية (تاسي),06-02-2012,6975.27,6975.27,6672.86,6681.18,328643999,6853656670.55,156683
مؤشر السوق الرئيسية (تاسي),06-03-2012,6681.18,6752.22,6653.33,6747.69,303901371,6743958708.85,158137
مؤشر السوق الرئيسية (تاسي),06-04-2012,6747.69,6774.81,6671.56,6770.19,294726841,6160289326.1,234933
مؤشر السوق الرئيسية (تاسي),06-05-2012,6770.19,6795.79,6733.9,6736.82,233485801,5098616655,144149
مؤشر السوق الرئيسية (تاسي),06-06-2012,6736.82,6806.17,6615.97,6661.26,287714616,5920354673.15,156551
مؤشر السوق الرئيسية (تاسي),06-09-2012,6661.26,6751.17,6643.6,6663.03,279922655,5347029021.85,137391
مؤشر السوق الرئيسية (تاسي),06-10-2012,6663.03,6751.47,6657.38,6749.49,264569491,5536900833.65,137623
مؤشر السوق الرئيسية (تاسي),06-11-2012,6749.49,6830.61,6749.49,6790.96,335353354,7350012515.85,168096
مؤشر السوق الرئيسية (تاسي),06-12-2012,6790.96,6791.39,6711.1,6727.83,271109786,5671493925.5,142016
مؤشر السوق الرئيسية (تاسي),06-13-2012,6727.83,6770.19,6726.89,6744.53,205912947,4940535790.45,125118
مؤشر السوق الرئيسية (تاسي),06-16-2012,6744.53,6816.79,6565.82,6724.46,447867980,9600710479.75,214320
مؤشر السوق الرئيسية (تاسي),06-17-2012,6724.46,6766.3,6713.89,6754.23,206009807,5196188017.75,120462
مؤشر السوق الرئيسية (تاسي),06-18-2012,6754.23,6812.83,6754.23,6807.51,273814285,6363410498.35,150154
مؤشر السوق الرئيسية (تاسي),06-19-2012,6807.51,6821.88,6790.24,6817.26,275885524,6441134670.55,153275
مؤشر السوق الرئيسية (تاسي),06-20-2012,6817.26,6840.87,6805.81,6838.05,247899021,6366020805.7,161090
مؤشر السوق الرئيسية (تاسي),06-23-2012,6838.05,6838.05,6770.49,6774.26,241754144,5675458166.1,146020
مؤشر السوق الرئيسية (تاسي),06-24-2012,6774.26,6776.69,6729.23,6745.36,248131812,6827637162.05,304841
مؤشر السوق الرئيسية (تاسي),06-25-2012,6745.36,6753.34,6678.43,6683.34,213370211,5928831324.8,177551
مؤشر السوق الرئيسية (تاسي),06-26-2012,6683.34,6719.01,6680.6,6696.84,175893201,5002997659.65,137782
مؤشر السوق الرئيسية (تاسي),06-27-2012,6696.84,6704.86,6543.62,6585.63,280958728,6923580216.65,195756
مؤشر السوق الرئيسية (تاسي),06-30-2012,6585.63,6730.33,6585.63,6709.91,210578737,5206919340.1,134432
مؤشر السوق الرئيسية (تاسي),07-01-2012,6709.91,6718.5,6670.84,6705.49,199259130,5082035073.25,132063
مؤشر السوق الرئيسية (تاسي),07-02-2012,6705.49,6743.92,6692.65,6742.04,325681122,6032488995.6,136177
مؤشر السوق الرئيسية (تاسي),07-03-2012,6742.04,6907.18,6742.04,6885.27,407612233,7682474144.3,159388
مؤشر السوق الرئيسية (تاسي),07-04-2012,6885.27,6889.92,6822.79,6834.77,284576761,6549070247,158187
مؤشر السوق الرئيسية (تاسي),07-07-2012,6834.77,6859.66,6788.97,6859.59,274265066,6289300926.3,152612
مؤشر السوق الرئيسية (تاسي),07-08-2012,6859.59,6872.74,6834.53,6855.12,403494119,7564711128.25,154141
مؤشر السوق الرئيسية (تاسي),07-09-2012,6855.12,6855.18,6750.48,6756.99,350150553,8391664860,266587
مؤشر السوق الرئيسية (تاسي),07-10-2012,6756.99,6762.11,6682.16,6713.18,408504386,7262173814.9,165247
مؤشر السوق الرئيسية (تاسي),07-11-2012,6713.18,6722.93,6628.69,6659.58,349954426,6186734006.55,151618
مؤشر السوق الرئيسية (تاسي),07-14-2012,6659.58,6703.13,6652.61,6701.09,320995251,5791912681.1,135871
مؤشر السوق الرئيسية (تاسي),07-15-2012,6701.09,6701.65,6627.93,6662.96,339785804,6057601377.75,143028
مؤشر السوق الرئيسية (تاسي),07-16-2012,6662.96,6681.74,6633.94,6641.3,260303328,5754536550.85,156258
مؤشر السوق الرئيسية (تاسي),07-17-2012,6641.3,6650.53,6574.28,6588.81,257347078,5439435916.7,148009
مؤشر السوق الرئيسية (تاسي),07-18-2012,6588.81,6637.81,6555.91,6628.26,235246568,5002394122.65,129634
مؤشر السوق الرئيسية (تاسي),07-21-2012,6628.26,6670.92,6621.21,6665.65,187131456,4152349784.3,104331
مؤشر السوق الرئيسية (تاسي),07-22-2012,6665.65,6701.3,6645.89,6700.36,191946675,4398053912.95,109191
مؤشر السوق الرئيسية (تاسي),07-23-2012,6700.36,6701.19,6633.18,6641.1,252899053,5026884497.7,109974
مؤشر السوق الرئيسية (تاسي),07-24-2012,6641.1,6671.24,6627.69,6670.02,166975044,4146996483.3,104555
مؤشر السوق الرئيسية (تاسي),07-25-2012,6670.02,6675.54,6649.75,6666.8,182519139,4613513606.35,116266
مؤشر السوق الرئيسية (تاسي),07-28-2012,6666.8,6789.14,6666.8,6767.81,280308954,6624283226.8,143449
مؤشر السوق الرئيسية (تاسي),07-29-2012,6767.81,6774.22,6736.17,6769.12,255578820,6757359898.8,164699
مؤشر السوق الرئيسية (تاسي),07-30-2012,6769.12,6825.31,6769.12,6822.86,270734574,7188573077.25,168017
مؤشر السوق الرئيسية (تاسي),07-31-2012,6822.86,6879.82,6813.13,6878.19,265498835,7067283735.2,163990
مؤشر السوق الرئيسية (تاسي),08-01-2012,6878.19,6898.23,6849.17,6892.62,261611847,7182014402.55,172186
مؤشر السوق الرئيسية (تاسي),08-04-2012,6892.62,6965.37,6892.62,6951.66,264048860,6679456176,152022
مؤشر السوق الرئيسية (تاسي),08-05-2012,6951.66,6959.59,6924.04,6945.11,259028647,7273741263.9,170209
مؤشر السوق الرئيسية (تاسي),08-06-2012,6945.11,6958.63,6933.85,6943.64,280834504,7223896294.65,170871
مؤشر السوق الرئيسية (تاسي),08-07-2012,6943.64,6967.8,6943.64,6961.34,255026137,6384243221.35,143280
مؤشر السوق الرئيسية (تاسي),08-08-2012,6961.34,6983.19,6941.6,6953.59,252608198,7139358689.9,159811
مؤشر السوق الرئيسية (تاسي),08-11-2012,6953.59,7004.58,6953.59,6987.06,204828728,5937828244.15,133807
مؤشر السوق الرئيسية (تاسي),08-12-2012,6987.06,6996.15,6953.05,6995.4,185752508,6134248685.2,139730
مؤشر السوق الرئيسية (تاسي),08-13-2012,6995.4,7002.83,6961.45,6965.66,237371099,6581428131.4,137703
مؤشر السوق الرئيسية (تاسي),08-14-2012,6965.66,6980.84,6937.28,6968.31,214913839,5146017804.15,113813
مؤشر السوق الرئيسية (تاسي),08-15-2012,6968.31,7008.83,6967.15,7003.79,216526920,5146276707.05,117778
مؤشر السوق الرئيسية (تاسي),08-25-2012,7003.79,7104.68,7003.79,7104.48,275888443,6098441172.55,124900
مؤشر السوق الرئيسية (تاسي),08-26-2012,7104.48,7114.3,7082.54,7104.19,279089899,6581745480.8,140542
مؤشر السوق الرئيسية (تاسي),08-27-2012,7104.19,7140.79,7094.81,7137.86,239052400,6405542387,138588
مؤشر السوق الرئيسية (تاسي),08-28-2012,7137.86,7157.84,7120.59,7137.81,257270550,6840851212.8,146961
مؤشر السوق الرئيسية (تاسي),08-29-2012,7137.81,7142.72,7122.01,7139.01,241299411,6048058704.4,136098
مؤشر السوق الرئيسية (تاسي),09-01-2012,7139.01,7179.49,7127.98,7134.24,275051430,7128590437.35,146151
مؤشر السوق الرئيسية (تاسي),09-02-2012,7134.24,7136.38,7088.39,7090.9,223910811,6067143711.3,130577
مؤشر السوق الرئيسية (تاسي),09-03-2012,7090.9,7107.19,7065.54,7078.53,224535027,6290751980.85,128903
مؤشر السوق الرئيسية (تاسي),09-04-2012,7078.53,7079.59,7017.13,7050.34,244661761,6849000479.2,145991
مؤشر السوق الرئيسية (تاسي),09-05-2012,7050.34,7056.08,7027.93,7049.51,223288009,6626493670.9,141759
مؤشر السوق الرئيسية (تاسي),09-08-2012,7049.51,7113.97,7049.51,7105.04,240092012,7084850930.15,141501
مؤشر السوق الرئيسية (تاسي),09-09-2012,7105.04,7112.15,7071.39,7095.76,321976358,7940868342.35,157458
مؤشر السوق الرئيسية (تاسي),09-10-2012,7095.76,7099.31,7048.37,7072.6,268356159,7521485238.75,160787
مؤشر السوق الرئيسية (تاسي),09-11-2012,7072.6,7094.08,7065.27,7086.8,209792190,6287381038.9,141765
مؤشر السوق الرئيسية (تاسي),09-12-2012,7086.8,7121.84,7084.46,7104.5,199393414,5871424597.5,132185
مؤشر السوق الرئيسية (تاسي),09-15-2012,7104.5,7178.44,7104.5,7165.86,233232640,6478098251.9,133522
مؤشر السوق الرئيسية (تاسي),09-16-2012,7165.86,7169.58,7143.69,7155.77,212066631,6165250630.9,136196
مؤشر السوق الرئيسية (تاسي),09-17-2012,7155.77,7162.16,7134.7,7149.42,196860800,5702910097.35,122209
مؤشر السوق الرئيسية (تاسي),09-18-2012,7149.42,7152.03,7093.39,7105.52,204300888,5421969307.15,120655
مؤشر السوق الرئيسية (تاسي),09-19-2012,7105.52,7125.31,7032.7,7057.01,195465634,5497000176.45,127245
مؤشر السوق الرئيسية (تاسي),09-22-2012,7057.01,7059.6,7009.67,7031.04,160059523,4380140541.4,106437
مؤشر السوق الرئيسية (تاسي),09-24-2012,7031.04,7034.8,6909.19,6960.65,229575297,5601903498.85,126378
مؤشر السوق الرئيسية (تاسي),09-25-2012,6960.65,6979.65,6909.16,6977.67,179727994,5083769456.15,115850
مؤشر السوق الرئيسية (تاسي),09-26-2012,6977.67,6977.67,6865.85,6878.72,218300633,5824602491.35,140429
مؤشر السوق الرئيسية (تاسي),09-29-2012,6878.72,6899.97,6797.19,6807.71,224492690,5378558219.5,127533
مؤشر السوق الرئيسية (تاسي),09-30-2012,6807.71,6861.21,6785.7,6839.83,196075845,4852558049.15,121138
مؤشر السوق الرئيسية (تاسي),10-01-2012,6839.83,6893.17,6839.83,6882.12,189469213,5123130160.55,119687
مؤشر السوق الرئيسية (تاسي),10-02-2012,6882.12,6909.09,6876.28,6896.1,177865064,5175877188.85,118729
مؤشر السوق الرئيسية (تاسي),10-03-2012,6896.1,6898.07,6868.32,6887.29,167019354,4561086618.9,114893
مؤشر السوق الرئيسية (تاسي),10-06-2012,6887.29,6929.53,6876.91,6887.97,182741167,4936501198,113057
مؤشر السوق الرئيسية (تاسي),10-07-2012,6887.97,6888.33,6818.74,6863.29,183676088,5405363970.05,122071
مؤشر السوق الرئيسية (تاسي),10-08-2012,6863.29,6863.29,6755.25,6807.3,204441919,5431543502.3,114562
مؤشر السوق الرئيسية (تاسي),10-09-2012,6807.3,6818.4,6776.37,6790.2,152734363,4239720130.55,98543
مؤشر السوق الرئيسية (تاسي),10-10-2012,6790.2,6800.61,6752.56,6796.99,163415814,4323500308.4,103736
مؤشر السوق الرئيسية (تاسي),10-13-2012,6796.99,6798.66,6667.8,6682.47,262437194,6108413738.15,414286
مؤشر السوق الرئيسية (تاسي),10-14-2012,6682.47,6687.62,6635.43,6661.99,204829389,5093690573.05,167634
مؤشر السوق الرئيسية (تاسي),10-15-2012,6661.99,6725.12,6658.94,6723.21,175889763,4676826744.2,131683
مؤشر السوق الرئيسية (تاسي),10-16-2012,6723.21,6755.13,6720.89,6749,252602626,6963312899,136321
مؤشر السوق الرئيسية (تاسي),10-17-2012,6749,6815.02,6749,6811.19,210316881,5419762798.1,134731
مؤشر السوق الرئيسية (تاسي),10-20-2012,6811.19,6811.43,6756.3,6809.3,190285919,5017164750.7,126414
مؤشر السوق الرئيسية (تاسي),10-21-2012,6809.3,6833.78,6766.82,6780,188280497,4933248460.55,125369
مؤشر السوق الرئيسية (تاسي),10-22-2012,6780,6788.65,6732.14,6741.82,178902297,4892116288.3,121943
مؤشر السوق الرئيسية (تاسي),10-23-2012,6741.82,6742.2,6708.96,6729.48,146301504,3938685635.1,101937
مؤشر السوق الرئيسية (تاسي),10-24-2012,6729.48,6792.41,6679.59,6791.04,151638058,3783497869.3,104178
مؤشر السوق الرئيسية (تاسي),11-03-2012,6791.04,6801.86,6765.59,6800.82,146484102,3927176351.6,96720
مؤشر السوق الرئيسية (تاسي),11-04-2012,6800.82,6824.16,6792.53,6813.62,163155958,4872877150.85,119301
مؤشر السوق الرئيسية (تاسي),11-05-2012,6813.62,6846.27,6804.84,6843.15,168281464,5795742349.1,133518
مؤشر السوق الرئيسية (تاسي),11-06-2012,6843.15,6919.17,6841.2,6919.17,212507012,6234958242.45,133884
مؤشر السوق الرئيسية (تاسي),11-07-2012,6919.17,6961.02,6917.44,6941.97,204877589,6084727440.75,132608
مؤشر السوق الرئيسية (تاسي),11-10-2012,6941.97,6941.97,6891.55,6919.06,162214183,4927621971.05,109862
مؤشر السوق الرئيسية (تاسي),11-11-2012,6919.06,6922.08,6862.99,6884.29,178509211,5732092077.75,134408
مؤشر السوق الرئيسية (تاسي),11-12-2012,6884.29,6884.29,6820.69,6829.53,143222917,4929082463.55,120895
مؤشر السوق الرئيسية (تاسي),11-13-2012,6829.53,6836.2,6807.37,6828.19,146138723,4601625171.4,114285
مؤشر السوق الرئيسية (تاسي),11-14-2012,6828.19,6843.35,6806.15,6816.93,158419820,4798736971.3,123286
مؤشر السوق الرئيسية (تاسي),11-17-2012,6816.93,6817.22,6763.35,6792.53,135330087,3969560185.85,104062
مؤشر السوق الرئيسية (تاسي),11-18-2012,6792.53,6797.24,6748.81,6765.29,161033148,4085916586.8,99184
مؤشر السوق الرئيسية (تاسي),11-19-2012,6765.29,6769.28,6631.32,6666.46,201044646,5426876394.8,135025
مؤشر السوق الرئيسية (تاسي),11-20-2012,6666.46,6701.61,6617.63,6662.04,187166747,4872138718.75,112644
مؤشر السوق الرئيسية (تاسي),11-21-2012,6662.04,6668.34,6601.63,6609.7,167422034,4499646946.75,111898
مؤشر السوق الرئيسية (تاسي),11-24-2012,6609.7,6675.03,6609.22,6665.49,144073907,3824484063.05,94142
مؤشر السوق الرئيسية (تاسي),11-25-2012,6665.49,6665.49,6508.52,6524.15,187416261,4807528987.75,127707
مؤشر السوق الرئيسية (تاسي),11-26-2012,6524.15,6559.24,6423.6,6547.19,209064431,5086449563.45,131294
مؤشر السوق الرئيسية (تاسي),11-27-2012,6547.19,6550.76,6436.81,6462.46,214235045,5109153340.2,122103
مؤشر السوق الرئيسية (تاسي),11-28-2012,6462.46,6550.27,6461.9,6533.14,209065827,5085714766.55,113934
مؤشر السوق الرئيسية (تاسي),12-01-2012,6533.14,6690.62,6531.89,6688.18,220071972,5513247997.65,116590
مؤشر السوق الرئيسية (تاسي),12-02-2012,6688.18,6714.69,6667.14,6708.01,270969779,6461127682.1,136477
مؤشر السوق الرئيسية (تاسي),12-03-2012,6708.01,6737.66,6706.41,6732.46,214249425,5532299565.6,127070
مؤشر السوق الرئيسية (تاسي),12-04-2012,6732.46,6732.46,6686.9,6716.46,176779362,5065421310.7,117729
مؤشر السوق الرئيسية (تاسي),12-05-2012,6716.46,6740.48,6702.18,6729.19,193627452,4873019112.25,114104
مؤشر السوق الرئيسية (تاسي),12-08-2012,6729.19,6788.47,6727.6,6778.09,173605456,4827875597.4,111440
مؤشر السوق الرئيسية (تاسي),12-09-2012,6778.09,6808.86,6769.53,6783.55,186286394,5750545067.55,129127
مؤشر السوق الرئيسية (تاسي),12-10-2012,6783.55,6783.55,6736.63,6741.93,166385327,5277744212.15,119513
مؤشر السوق الرئيسية (تاسي),12-11-2012,6741.93,6767.52,6728.5,6763.12,148011826,4407382849.1,106063
مؤشر السوق الرئيسية (تاسي),12-12-2012,6763.12,6776.3,6754.88,6769.96,190043734,5049206459.2,116601
مؤشر السوق الرئيسية (تاسي),12-15-2012,6769.96,6826.6,6769.49,6823.8,195699488,5270926163.3,118614
مؤشر السوق الرئيسية (تاسي),12-16-2012,6823.8,6852.59,6805.45,6851.16,215972430,5223842604.4,118905
مؤشر السوق الرئيسية (تاسي),12-17-2012,6851.16,6873.73,6840.48,6870.98,247720105,6777011713.5,251665
مؤشر السوق الرئيسية (تاسي),12-18-2012,6870.98,6881.7,6848.63,6858.24,354358665,7746476904.25,149719
مؤشر السوق الرئيسية (تاسي),12-19-2012,6858.24,6889.59,6852.85,6888.59,222365890,5457131680.05,123668
مؤشر السوق الرئيسية (تاسي),12-22-2012,6888.59,6903.09,6847.97,6902.53,228110539,5760097409.45,132518
مؤشر السوق الرئيسية (تاسي),12-23-2012,6902.53,6904.73,6880.45,6890.31,208585003,5622361861.05,122508
مؤشر السوق الرئيسية (تاسي),12-24-2012,6890.31,6892.86,6865.49,6881.16,194497663,5213892234.55,113160
مؤشر السوق الرئيسية (تاسي),12-25-2012,6881.16,6890.55,6849.57,6864.65,191111532,5041708013.55,110690
مؤشر السوق الرئيسية (تاسي),12-26-2012,6864.65,6867.8,6826.57,6866.71,167042900,4301549866.85,97653
مؤشر السوق الرئيسية (تاسي),12-29-2012,6866.71,6889.12,6856.02,6877.06,168281792,4669056190.7,108182
مؤشر السوق الرئيسية (تاسي),12-30-2012,6877.06,6881.72,6809.49,6824.11,166149139,5070298013.05,125329
مؤشر السوق الرئيسية (تاسي),12-31-2012,6824.11,6833.42,6772.19,6801.22,169332647,5067579051.95,131925
مؤشر السوق الرئيسية (تاسي),01-01-2013,6801.22,6860.1,6801.22,6860.01,153243342,4405784410.15,105708
مؤشر السوق الرئيسية (تاسي),01-02-2013,6860.01,6941.21,6860.01,6940.31,210477310,5786151107.4,130478
مؤشر السوق الرئيسية (تاسي),01-05-2013,6940.31,7010,6940.31,7010,275046026,6672971732.7,145384
مؤشر السوق الرئيسية (تاسي),01-06-2013,7010,7016.19,6980.1,7004.71,227650406,6020104715.65,134536
مؤشر السوق الرئيسية (تاسي),01-07-2013,7004.71,7017.71,6976.96,7014.9,187575850,5335946929.65,115721
مؤشر السوق الرئيسية (تاسي),01-08-2013,7014.9,7055.94,7007.37,7053.29,329918550,7189669647.3,154965
مؤشر السوق الرئيسية (تاسي),01-09-2013,7053.29,7136.64,7052.78,7126.71,258641036,6461056807.2,128594
مؤشر السوق الرئيسية (تاسي),01-12-2013,7126.71,7176.45,7126.71,7165.76,247977557,5727434393.25,123100
مؤشر السوق الرئيسية (تاسي),01-13-2013,7165.76,7165.76,7102.14,7115.19,241991193,6389170467,146118
مؤشر السوق الرئيسية (تاسي),01-14-2013,7115.19,7117.43,7078.8,7087.83,206712100,5904787348.3,122638
مؤشر السوق الرئيسية (تاسي),01-15-2013,7087.83,7088.06,7005.93,7018.52,199056593,5255500514.15,112561
مؤشر السوق الرئيسية (تاسي),01-16-2013,7018.52,7038.25,6994.39,7036.33,178886709,4912286730.4,107932
مؤشر السوق الرئيسية (تاسي),01-19-2013,7036.33,7054.96,7016.14,7050.38,187773591,5399058376.4,106578
مؤشر السوق الرئيسية (تاسي),01-20-2013,7050.38,7058.38,7038.68,7054.36,165667767,5251873375.75,110244
مؤشر السوق الرئيسية (تاسي),01-21-2013,7054.36,7054.67,6952.54,6984.8,208816067,5960301931.9,130274
مؤشر السوق الرئيسية (تاسي),01-22-2013,6984.8,7007.78,6960.03,7007.61,169628698,4944984200.7,115660
مؤشر السوق الرئيسية (تاسي),01-23-2013,7007.61,7011.03,6960.03,6998.34,216501499,5249042179,118778
مؤشر السوق الرئيسية (تاسي),01-26-2013,6998.34,7025.76,6996.1,7025.31,217107906,5749383496.9,125806
مؤشر السوق الرئيسية (تاسي),01-27-2013,7025.31,7029.84,7005.2,7023.74,183793602,6000009313.8,132701
مؤشر السوق الرئيسية (تاسي),01-28-2013,7023.74,7037.65,7015.64,7021.58,202777940,6173241113.2,133775
مؤشر السوق الرئيسية (تاسي),01-29-2013,7021.58,7027.83,7006.6,7027.81,197986224,6450609261.85,143096
مؤشر السوق الرئيسية (تاسي),01-30-2013,7027.81,7044.4,7019.92,7043.55,279110074,6891865916.85,146289
مؤشر السوق الرئيسية (تاسي),02-02-2013,7043.55,7077.74,7040.62,7057.59,263938797,6164993606.35,129824
مؤشر السوق الرئيسية (تاسي),02-03-2013,7057.59,7057.59,7012.91,7033.3,216533323,6397327533,140378
مؤشر السوق الرئيسية (تاسي),02-04-2013,7033.3,7048.05,7018.2,7025.44,192570408,5793094743.35,126963
مؤشر السوق الرئيسية (تاسي),02-05-2013,7025.44,7025.44,6955.33,6992.52,440888264,11317162475.95,676936
مؤشر السوق الرئيسية (تاسي),02-06-2013,6992.52,7032.64,6971.36,6982.89,239403107,6655390871.8,192395
مؤشر السوق الرئيسية (تاسي),02-09-2013,6982.89,7009.46,6978.63,6996.72,198783987,5720871185,141576
مؤشر السوق الرئيسية (تاسي),02-10-2013,6996.72,7013.16,6994.8,7012.17,221898247,5709422445.8,149904
مؤشر السوق الرئيسية (تاسي),02-11-2013,7012.17,7031.48,7003.84,7030.78,213951121,5587321635.4,139321
مؤشر السوق الرئيسية (تاسي),02-12-2013,7030.78,7057.21,7020.62,7057.19,225710183,5494011138.5,130215
مؤشر السوق الرئيسية (تاسي),02-13-2013,7057.19,7067.24,7045.3,7062.98,233903730,5505237348.55,129683
مؤشر السوق الرئيسية (تاسي),02-16-2013,7062.98,7087.85,7061.73,7087.82,230629945,5287928395.15,114209
مؤشر السوق الرئيسية (تاسي),02-17-2013,7087.82,7094.37,7056.89,7071.57,184035878,4855460339.1,114454
مؤشر السوق الرئيسية (تاسي),02-18-2013,7071.57,7071.66,7027.66,7056.53,198645315,5246589013.35,125668
مؤشر السوق الرئيسية (تاسي),02-19-2013,7056.53,7056.53,7000.87,7025.74,234559098,6204194309.75,144603
مؤشر السوق الرئيسية (تاسي),02-20-2013,7025.74,7035.27,7012.76,7034.74,243531784,6250442332.6,145563
مؤشر السوق الرئيسية (تاسي),02-23-2013,7034.74,7044.11,7026.4,7041.58,171885807,4711255108.45,110915
مؤشر السوق الرئيسية (تاسي),02-24-2013,7041.58,7058.16,7031.77,7043.65,239547604,6233628966.25,132484
مؤشر السوق الرئيسية (تاسي),02-25-2013,7043.65,7060.07,7033.98,7042.42,228117651,5821463628.3,129330
مؤشر السوق الرئيسية (تاسي),02-26-2013,7042.42,7042.42,6980.87,6988.19,209706239,4945530411,120693
مؤشر السوق الرئيسية (تاسي),02-27-2013,6988.19,7015.95,6988.19,6998.33,172326764,4417835174.2,106062
مؤشر السوق الرئيسية (تاسي),03-02-2013,6998.33,7024.22,6998.33,7016.61,151085874,4083270394.95,97881
مؤشر السوق الرئيسية (تاسي),03-03-2013,7016.61,7022.03,6973.18,6988.07,163875069,3970169729.5,101314
مؤشر السوق الرئيسية (تاسي),03-04-2013,6988.07,6988.07,6943.14,6956.53,159003112,3974557045.35,99641
مؤشر السوق الرئيسية (تاسي),03-05-2013,6956.53,6964.81,6927.23,6953.21,143472255,3579270193.45,82901
مؤشر السوق الرئيسية (تاسي),03-06-2013,6953.21,7005.58,6953,6999.53,166131005,3832106243.35,89222
مؤشر السوق الرئيسية (تاسي),03-09-2013,6999.53,7062.04,6999.13,7027.49,181456966,4470891482.7,99123
مؤشر السوق الرئيسية (تاسي),03-10-2013,7027.49,7033.4,7002.43,7019.2,150264320,4072826793.05,99111
مؤشر السوق الرئيسية (تاسي),03-11-2013,7019.2,7042.14,7011.49,7030.93,161913512,4657774266.05,109524
مؤشر السوق الرئيسية (تاسي),03-12-2013,7030.93,7030.93,6979.68,6986.45,184638719,5120202230.7,120491
مؤشر السوق الرئيسية (تاسي),03-13-2013,6986.45,7030.89,6968.14,7025.37,240859359,10924832987.2,519290
مؤشر السوق الرئيسية (تاسي),03-16-2013,7025.37,7057.95,7025.37,7051.18,202133155,7163022938.15,209017
مؤشر السوق الرئيسية (تاسي),03-17-2013,7051.18,7085.8,7032.64,7081.88,232569431,6818452404.85,168628
مؤشر السوق الرئيسية (تاسي),03-18-2013,7081.88,7082.68,7040.74,7057.44,204175751,6660851789.4,155985
مؤشر السوق الرئيسية (تاسي),03-19-2013,7057.44,7081.34,7051.95,7076.04,187778615,5941498021.55,138663
