المؤشر - بناءً على الاسهم القابلة للتداول,التاريخ,إفتتاح,الأعلى,الأدنى,إقفال,الكمية المتداولة,اجمالي القيمة المتداولة (ر.س),عدد الصفقات
مؤشر السوق الرئيسية (تاسي),01-07-2020,8206.13,8269.31,8181.94,8198.97,150355910,3713679650.6,158240
مؤشر السوق الرئيسية (تاسي),01-08-2020,8198.97,8169.16,8076.79,8124.11,166519614,4011415957.04,173651
مؤشر السوق الرئيسية (تاسي),01-09-2020,8124.11,8345.77,8226.28,8345.77,187229836,4602454115.94,174561
مؤشر السوق الرئيسية (تاسي),01-12-2020,8345.77,8406.23,8358.88,8371.13,171600342,3949117756.26,158958
مؤشر السوق الرئيسية (تاسي),01-13-2020,8371.13,8455.24,8370.12,8441.14,191833457,4437528276.79,181066
مؤشر السوق الرئيسية (تاسي),01-14-2020,8441.14,8479.35,8419.82,8474.81,206554074,4506748609.7,196131
مؤشر السوق الرئيسية (تاسي),01-15-2020,8474.81,8480.85,8432.56,8432.56,218870860,4282322241.73,185101
مؤشر السوق الرئيسية (تاسي),01-16-2020,8432.56,8459.8,8423.46,8459.8,170416804,3494381153.7,163514
مؤشر السوق الرئيسية (تاسي),01-19-2020,8459.8,8490.38,8441.55,8449.29,158102473,3317621971.34,160160
مؤشر السوق الرئيسية (تاسي),01-20-2020,8449.29,8473.5,8437.69,8469.71,176661365,3685053250.23,180022
مؤشر السوق الرئيسية (تاسي),01-21-2020,8469.71,8465.72,8431.01,8445.33,177986602,3658500082.14,176533
مؤشر السوق الرئيسية (تاسي),01-22-2020,8445.33,8470.57,8428.21,8428.21,171945249,3645927226.13,169604
مؤشر السوق الرئيسية (تاسي),01-23-2020,8428.21,8412.6,8356.32,8386.35,178112632,4110633322.6,186717
مؤشر السوق الرئيسية (تاسي),01-26-2020,8386.35,8360.52,8319.22,8326.97,178023236,3471851611.58,156781
مؤشر السوق الرئيسية (تاسي),01-27-2020,8326.97,8335.2,8178.47,8178.47,178331758,3851928948.42,179546
مؤشر السوق الرئيسية (تاسي),01-28-2020,8178.47,8206.14,8153.03,8166.08,135814422,3202980706.97,161340
مؤشر السوق الرئيسية (تاسي),01-29-2020,8166.08,8216.66,8156.42,8185.51,146655903,3719665952.74,154935
مؤشر السوق الرئيسية (تاسي),01-30-2020,8185.51,8255.41,8166.76,8246.59,150294613,3708462723.35,156117
مؤشر السوق الرئيسية (تاسي),02-02-2020,8246.59,8187.98,8138.62,8157.51,165803219,3821103092.92,166221
مؤشر السوق الرئيسية (تاسي),02-03-2020,8157.51,8194.73,8112.69,8112.69,156014672,3863772280.46,181612
مؤشر السوق الرئيسية (تاسي),02-04-2020,8112.69,8149.08,8120.95,8138.4,152702955,3577084088.32,164079
مؤشر السوق الرئيسية (تاسي),02-05-2020,8138.4,8179.31,8084.91,8094.36,157352723,3830483485.8,165878
مؤشر السوق الرئيسية (تاسي),02-06-2020,8094.36,8123.87,8036.52,8053.09,170030884,4175033756.57,183148
مؤشر السوق الرئيسية (تاسي),02-09-2020,8053.09,8085.39,7890.09,7952.52,155481251,3928364749.93,176390
مؤشر السوق الرئيسية (تاسي),02-10-2020,7952.52,7979.68,7919.58,7971.93,124877777,3146072617.21,153720
مؤشر السوق الرئيسية (تاسي),02-11-2020,7971.93,7956.38,7895.64,7895.64,137996625,3689647707.55,159482
مؤشر السوق الرئيسية (تاسي),02-12-2020,7895.64,7923.06,7876.81,7915.36,152657179,3421064719.23,155938
مؤشر السوق الرئيسية (تاسي),02-13-2020,7915.36,7937.53,7839.47,7874.41,193811526,4071794403,172534
مؤشر السوق الرئيسية (تاسي),02-16-2020,7874.41,7886.89,7819.31,7836.96,125659285,2614288666.71,136509
مؤشر السوق الرئيسية (تاسي),02-17-2020,7836.96,7895.61,7843.56,7872.55,101961337,2412765701.88,124941
مؤشر السوق الرئيسية (تاسي),02-18-2020,7872.55,7877.64,7845.24,7858.93,98767995,2486216049.98,129714
مؤشر السوق الرئيسية (تاسي),02-19-2020,7858.93,7967.6,7862.47,7967.6,112589026,2836194463.18,145331
مؤشر السوق الرئيسية (تاسي),02-20-2020,7967.6,8031.02,7975.18,8007.39,150338973,3825237696.86,161658
مؤشر السوق الرئيسية (تاسي),02-23-2020,8007.39,8015.03,7953.81,7982.95,122361725,3001246509.71,132807
مؤشر السوق الرئيسية (تاسي),02-24-2020,7982.95,7965.56,7745.51,7747.1,188192274,4477656599.65,210733
مؤشر السوق الرئيسية (تاسي),02-25-2020,7747.1,7776.3,7687.54,7758.15,148209609,3707015628.68,178214
مؤشر السوق الرئيسية (تاسي),02-26-2020,7758.15,7729.36,7655.84,7711.12,161618880,3942779903.73,179618
مؤشر السوق الرئيسية (تاسي),02-27-2020,7711.12,7678.51,7561.5,7628.34,183847369,4776092936.86,192731
مؤشر السوق الرئيسية (تاسي),03-01-2020,7628.34,7461.16,7314.88,7345.1,188951936,4600046834.01,195675
مؤشر السوق الرئيسية (تاسي),03-02-2020,7345.1,7561.9,7349.19,7349.19,204724608,5103299116.78,226209
مؤشر السوق الرئيسية (تاسي),03-03-2020,7349.19,7561.31,7475.49,7556.52,178487659,4273021905.12,179337
مؤشر السوق الرئيسية (تاسي),03-04-2020,7556.52,7531.43,7416.59,7524.5,181315462,4295497538.89,182150
مؤشر السوق الرئيسية (تاسي),03-05-2020,7524.5,7571.19,7457.62,7467.52,149280052,3572982795.71,169694
مؤشر السوق الرئيسية (تاسي),03-08-2020,7467.52,7027.98,6835.33,6846.36,314189869,7182548377.29,240968
مؤشر السوق الرئيسية (تاسي),03-09-2020,6846.36,6461.5,6196.98,6315.51,300814025,6559585859.66,242767
مؤشر السوق الرئيسية (تاسي),03-10-2020,6315.51,6779.43,6486.95,6762.03,358153990,7823048401.98,313370
مؤشر السوق الرئيسية (تاسي),03-11-2020,6762.03,6828.11,6492.32,6552.49,294055949,6355542686.81,282955
مؤشر السوق الرئيسية (تاسي),03-12-2020,6552.49,6456.65,6178.07,6357.06,265865864,5752564892.49,253602
مؤشر السوق الرئيسية (تاسي),03-15-2020,6357.06,6497.71,6287.36,6287.36,220919685,4520599990.14,198712
مؤشر السوق الرئيسية (تاسي),03-16-2020,6287.36,6184.37,5959.69,5959.69,263066443,5481897701.75,272200
مؤشر السوق الرئيسية (تاسي),03-17-2020,5959.69,6182.01,5971.61,6107.05,270917957,5684656186.55,269143
مؤشر السوق الرئيسية (تاسي),03-18-2020,6107.05,6235.3,6097.61,6154.85,235834758,5215319224.22,240679
مؤشر السوق الرئيسية (تاسي),03-19-2020,6154.85,6347.89,6105.16,6267.56,375897568,7907881633.61,288423
مؤشر السوق الرئيسية (تاسي),03-22-2020,6267.56,6284.4,6159.21,6171.91,173163979,3481240595.32,194386
مؤشر السوق الرئيسية (تاسي),03-23-2020,6171.91,6173.11,5974.78,5990.23,197723741,4091256165.55,217886
مؤشر السوق الرئيسية (تاسي),03-24-2020,5990.23,6213.22,6095.29,6193.66,214908160,4178724142.15,203649
مؤشر السوق الرئيسية (تاسي),03-25-2020,6193.66,6401.82,6171.91,6208.65,344088133,6683043779.45,297346
مؤشر السوق الرئيسية (تاسي),03-26-2020,6208.65,6326.92,6254.81,6326.92,151870360,2910331783.72,149918
مؤشر السوق الرئيسية (تاسي),03-29-2020,6326.92,6385.94,6260.45,6376.62,167265808,3103964610.8,160629
مؤشر السوق الرئيسية (تاسي),03-30-2020,6376.62,6404.41,6354.35,6373.29,168731328,3316916019.65,186291
مؤشر السوق الرئيسية (تاسي),03-31-2020,6373.29,6529.26,6396.27,6505.35,228172993,4838814574.55,200603
مؤشر السوق الرئيسية (تاسي),04-01-2020,6505.35,6569.39,6479.28,6569.39,175511462,3427210792.42,160187
مؤشر السوق الرئيسية (تاسي),04-02-2020,6569.39,6749.69,6600.57,6749.69,267906397,5091964281.8,222722
مؤشر السوق الرئيسية (تاسي),04-05-2020,6749.69,6881.39,6738.7,6752.19,288098252,5774805267.47,229135
مؤشر السوق الرئيسية (تاسي),04-06-2020,6752.19,6860.92,6731.47,6860.92,221199224,4504259095.19,194053
مؤشر السوق الرئيسية (تاسي),04-07-2020,6860.92,6986.4,6854.15,6986.4,271635582,5345437477.39,224319
مؤشر السوق الرئيسية (تاسي),04-08-2020,6986.4,6999.34,6926.61,6999.34,246993376,5055131623.73,236214
مؤشر السوق الرئيسية (تاسي),04-09-2020,6999.34,7073.95,6988.96,7006.24,242167304,4841906997.55,211334
مؤشر السوق الرئيسية (تاسي),04-12-2020,7006.24,7012.51,6855.85,6865.74,195397769,3676378860.65,196996
مؤشر السوق الرئيسية (تاسي),04-13-2020,6865.74,6914.17,6804.54,6804.54,172962892,3430622554.42,180490
مؤشر السوق الرئيسية (تاسي),04-14-2020,6804.54,6874.64,6791.82,6874.64,178239353,3425138768.55,177839
مؤشر السوق الرئيسية (تاسي),04-15-2020,6874.64,6913.88,6804.97,6813.67,179184120,3551741919.95,185215
مؤشر السوق الرئيسية (تاسي),04-16-2020,6813.67,6806.35,6631.69,6631.69,162590590,3352587214.74,188602
مؤشر السوق الرئيسية (تاسي),04-19-2020,6631.69,6712.47,6652.98,6678.44,141784872,2754585524.97,138607
مؤشر السوق الرئيسية (تاسي),04-20-2020,6678.44,6665.35,6576.2,6601.07,156391169,3418584011.16,186563
مؤشر السوق الرئيسية (تاسي),04-21-2020,6601.07,6554.6,6454.93,6496.72,193682624,4001956994.01,210850
مؤشر السوق الرئيسية (تاسي),04-22-2020,6496.72,6564,6444.71,6541.47,202574341,3941445350.21,187436
مؤشر السوق الرئيسية (تاسي),04-23-2020,6541.47,6640.64,6587.31,6604.9,203530433,4147348405.74,177756
مؤشر السوق الرئيسية (تاسي),04-26-2020,6604.9,6843.59,6698.51,6838.67,235649421,4779989926.74,202374
مؤشر السوق الرئيسية (تاسي),04-27-2020,6838.67,6899.32,6813.67,6827.8,269601056,5301760996.55,238885
مؤشر السوق الرئيسية (تاسي),04-28-2020,6827.8,6884.82,6809.36,6884.82,233694252,4610439195.05,217909
مؤشر السوق الرئيسية (تاسي),04-29-2020,6884.82,7013.95,6898.68,6985.33,273014993,5382815893,228303
مؤشر السوق الرئيسية (تاسي),04-30-2020,6985.33,7112.9,7024.98,7112.9,303411538,5778492026.85,235736
مؤشر السوق الرئيسية (تاسي),05-03-2020,7112.9,6726.67,6575.31,6585.58,307590301,5531583291.16,246153
مؤشر السوق الرئيسية (تاسي),05-04-2020,6585.58,6672.83,6492.53,6595.97,253599901,4924284598.35,224977
مؤشر السوق الرئيسية (تاسي),05-05-2020,6595.97,6762.41,6700.88,6710.51,231205741,4442559067.1,197100
مؤشر السوق الرئيسية (تاسي),05-06-2020,6710.51,6810.46,6655.11,6655.11,226570933,4287685758.93,211025
مؤشر السوق الرئيسية (تاسي),05-07-2020,6655.11,6677.85,6602.67,6628.53,179636319,3647752034.32,174742
مؤشر السوق الرئيسية (تاسي),05-10-2020,6628.53,6706.51,6658.13,6682.91,150796518,2743835172.52,144776
مؤشر السوق الرئيسية (تاسي),05-11-2020,6682.91,6634.91,6448.66,6603.96,226347950,4478626337.95,212886
مؤشر السوق الرئيسية (تاسي),05-12-2020,6603.96,6724.78,6622.86,6684.42,224162963,4080328076.3,192027
مؤشر السوق الرئيسية (تاسي),05-13-2020,6684.42,6762.71,6719.65,6721.24,194808218,3995397401.78,189842
مؤشر السوق الرئيسية (تاسي),05-14-2020,6721.24,6731.82,6680.75,6716.98,162257839,3399426843.32,178445
مؤشر السوق الرئيسية (تاسي),05-17-2020,6716.98,6825.47,6778.75,6824.7,202368698,4069661481.06,176912
مؤشر السوق الرئيسية (تاسي),05-18-2020,6824.7,6944.16,6862.5,6921.15,230947835,5097431016.47,207742
مؤشر السوق الرئيسية (تاسي),05-19-2020,6921.15,7057.61,6961.79,7044.56,239475388,5441279652.19,223156
مؤشر السوق الرئيسية (تاسي),05-20-2020,7044.56,7073.5,7014.65,7050.17,187061027,4319066418.55,188709
مؤشر السوق الرئيسية (تاسي),05-21-2020,7050.17,7084,7037.81,7050.66,274731765,8822435360.49,198878
مؤشر السوق الرئيسية (تاسي),05-31-2020,7050.66,7338.96,7149.71,7213.03,305724847,6519910450.05,299330
مؤشر السوق الرئيسية (تاسي),06-01-2020,7213.03,7288.81,7202.14,7288.81,348137527,6667249600.87,289417
مؤشر السوق الرئيسية (تاسي),06-02-2020,7288.81,7321.36,7277.63,7285.23,343609645,6361075126.46,295058
مؤشر السوق الرئيسية (تاسي),06-03-2020,7285.23,7311.85,7202.39,7222.41,290919364,5773355191.98,259591
مؤشر السوق الرئيسية (تاسي),06-04-2020,7222.41,7207.78,7129.25,7207.78,236416305,4761751403.34,237917
مؤشر السوق الرئيسية (تاسي),06-07-2020,7207.78,7277.7,7233.67,7267.86,224292422,4389602697.45,216191
مؤشر السوق الرئيسية (تاسي),06-08-2020,7267.86,7306.43,7247.47,7300.48,277298980,5580041259.94,256336
مؤشر السوق الرئيسية (تاسي),06-09-2020,7300.48,7329.38,7277.88,7329.38,270894708,5239721825.16,257838
مؤشر السوق الرئيسية (تاسي),06-10-2020,7329.38,7339.29,7287.17,7328.09,270508946,5406056470.81,268008
مؤشر السوق الرئيسية (تاسي),06-11-2020,7328.09,7309.8,7254.85,7309.8,261170405,5277294752.49,258354
مؤشر السوق الرئيسية (تاسي),06-14-2020,7309.8,7306.5,7252.78,7292.54,2344937255,263900799782.28,238255
مؤشر السوق الرئيسية (تاسي),06-15-2020,7292.54,7272.18,7229.17,7263.65,295805590,5612174583.15,268303
مؤشر السوق الرئيسية (تاسي),06-16-2020,7263.65,7358.16,7284.4,7308.21,354183754,6484194956.13,287088
مؤشر السوق الرئيسية (تاسي),06-17-2020,7308.21,7355.14,7291.95,7309.67,332872319,6148622510.17,278136
مؤشر السوق الرئيسية (تاسي),06-18-2020,7309.67,7355.66,7293.39,7355.66,402762933,9742211059.96,295020
مؤشر السوق الرئيسية (تاسي),06-21-2020,7355.66,7381.98,7343.93,7345.88,256378916,4850874054.5,251615
مؤشر السوق الرئيسية (تاسي),06-22-2020,7345.88,7342.07,7244.51,7260.09,266394511,5216825775.42,269584
مؤشر السوق الرئيسية (تاسي),06-23-2020,7260.09,7276.7,7218.63,7265.08,218214038,4264283777.51,220940
مؤشر السوق الرئيسية (تاسي),06-24-2020,7265.08,7272.55,7196.69,7213.36,243632606,4751112926.2,255430
مؤشر السوق الرئيسية (تاسي),06-25-2020,7213.36,7244.35,7155.32,7232.34,226768739,4301588247.24,218569
مؤشر السوق الرئيسية (تاسي),06-28-2020,7232.34,7298.86,7259.66,7292.62,218567076,4158711265.54,221033
مؤشر السوق الرئيسية (تاسي),06-29-2020,7292.62,7307.54,7269.49,7287.41,327954974,6125114830.91,286367
مؤشر السوق الرئيسية (تاسي),06-30-2020,7287.41,7328.28,7224.09,7224.09,313812403,5879888886.01,303210
مؤشر السوق الرئيسية (تاسي),07-01-2020,7224.09,7283.68,7213.99,7253.33,217827540,4185101318,222186
مؤشر السوق الرئيسية (تاسي),07-02-2020,7253.33,7312.24,7271.41,7312.24,211912815,4208825453.33,215816
مؤشر السوق الرئيسية (تاسي),07-05-2020,7312.24,7388.67,7329.71,7388.49,304748603,5531314551.85,244356
مؤشر السوق الرئيسية (تاسي),07-06-2020,7388.49,7424.79,7375.01,7390.59,397092864,7263831707.27,325476
مؤشر السوق الرئيسية (تاسي),07-07-2020,7390.59,7427.42,7391.17,7400.53,273673667,5242467179.52,256622
مؤشر السوق الرئيسية (تاسي),07-08-2020,7400.53,7415.52,7391.47,7394.26,327778238,6044162853.75,284406
مؤشر السوق الرئيسية (تاسي),07-09-2020,7394.26,7439.73,7405.27,7416.67,316894493,5902069036.14,285748
مؤشر السوق الرئيسية (تاسي),07-12-2020,7432.54,7453.52,7425.33,7431.58,304738226,5403101903.32,258164
مؤشر السوق الرئيسية (تاسي),07-13-2020,7440.18,7443.47,7406.01,7412.21,336001555,5931561329.4,290127
مؤشر السوق الرئيسية (تاسي),07-14-2020,7408.64,7410.09,7357,7380.35,260776999,4983633092.38,257017
مؤشر السوق الرئيسية (تاسي),07-15-2020,7386.29,7418.04,7383.01,7418.04,271533103,5429327976.41,265954
مؤشر السوق الرئيسية (تاسي),07-16-2020,7425.15,7439.32,7416.85,7426.76,274853246,5767439270.89,277905
مؤشر السوق الرئيسية (تاسي),07-19-2020,7438.99,7449.29,7417.46,7423.23,272885036,5477199508.19,277961
مؤشر السوق الرئيسية (تاسي),07-20-2020,7409.66,7409.89,7257.16,7377.36,411056985,8361086959.16,394813
مؤشر السوق الرئيسية (تاسي),07-21-2020,7381.31,7417.26,7373.83,7417.26,321780257,6551843665.17,304122
مؤشر السوق الرئيسية (تاسي),07-22-2020,7432.81,7436.03,7411.93,7427.89,321215866,6092560464.82,295241
مؤشر السوق الرئيسية (تاسي),07-23-2020,7421.14,7430.47,7406.71,7426.78,236240831,5152167303.74,260362
مؤشر السوق الرئيسية (تاسي),07-26-2020,7425.49,7444.21,7403.78,7434.05,222927274,4846717078.01,252089
مؤشر السوق الرئيسية (تاسي),07-27-2020,7428.7,7463.16,7423.95,7455.74,183873138,4483435706,226005
مؤشر السوق الرئيسية (تاسي),07-28-2020,7455.07,7459.26,7437.54,7459.21,203988752,4535074222.65,231294
مؤشر السوق الرئيسية (تاسي),08-05-2020,7481.51,7505.22,7459.77,7470.26,232043229,5343134733.33,259307
مؤشر السوق الرئيسية (تاسي),08-06-2020,7489.89,7518.13,7486.39,7499.97,247090684,5554812486.3,253504
مؤشر السوق الرئيسية (تاسي),08-09-2020,7507.77,7533.86,7490.8,7530.31,287015805,5515285254.93,255345
